,PCA1,PCA2,predicted_clusters,title,authors,thumbnail
823,0.17373986251909648,0.20566755365524195,0,The Fabric of the Cosmos,Brian Greene,http://books.google.com/books/content?id=dpSqvJpLe8oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
824,-0.2728076230150991,-0.2790791511466599,0,You Shall Know Our Velocity,Dave Eggers,http://books.google.com/books/content?id=qsrcF0D3JLkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
825,-0.6471739085575136,0.2887479411304385,0,The Merchant of Venice,William Shakespeare;Peter Holland,http://books.google.com/books/content?id=2Tk9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
826,2.2422321380989123,1.185074277733212,0,Complete Maus,Art Spiegelman,http://books.google.com/books/content?id=rBj-nQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
827,-0.20887036238984996,-0.19041418195510829,0,How to Breathe Underwater,Julie Orringer,http://books.google.com/books/content?id=t1v9VmPRz5QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
828,-0.560154824666134,-0.1845091295366962,0,Henry IV Part Two,William Shakespeare;Adrian Poole,http://books.google.com/books/content?id=Ekl2t0UTkloC&printsec=frontcover&img=1&zoom=1&source=gbs_api
829,-1.1842160346334962,-0.6574816738834247,0,Stupid White Men,Michael Moore,http://books.google.com/books/content?id=9YmI3OOxQHMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
830,0.40440900148926817,0.18083077034528955,0,Finding time again,Marcel Proust,http://books.google.com/books/content?id=heRcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
831,-0.3070203731146555,-0.34689490446342275,0,Vineland,Thomas Pynchon,http://books.google.com/books/content?id=lwQEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
832,0.014371562482999803,-0.2393223239524135,0,Pan,Knut Hamsun,http://books.google.com/books/content?id=A9AbsHDFI8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
833,-0.11402592672686845,0.5693594478211352,0,Forty Stories,Donald Barthelme,http://books.google.com/books/content?id=K99DPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
834,0.050233082982317476,-0.20580052540470356,0,The Wife,Sigrid Undset,http://books.google.com/books/content?id=RbxfvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
